Date,End_Date,Type,mahadasha_lord,antardasha_lord,pratyantardasha_lord,Planet,Parent_Planet,Auspiciousness_Score,Dasha_Lord_Strength,Arishta_Protections,Protection_Score,Sun_Moon_Support,D1_Score,D9_Score,D10_Score,D9_Sign,D10_Sign,D9_Vargottama,D10_Vargottama,D10_Deity,D10_Career,Triple_Chart_Effect,Astrological_Significance
2024-11-27,2025-02-24,MD-AD-PD,Saturn,Saturn,Moon,Moon,Saturn,4.99,8.1,0,0.0,0.22333333333333333,5.27,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in strong; challenging luminaries configuration; Moon sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2025-02-24,2025-04-27,MD-AD-PD,Saturn,Saturn,Mars,Mars,Saturn,4.97,7.79,1,1.0,0.10666666666666666,5.21,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in strong; moderate protective influence; challenging luminaries configuration; Mars sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2025-04-27,2025-10-04,MD-AD-PD,Saturn,Saturn,Rahu,Rahu,Saturn,4.48,3.0,1,1.0,0.5333333333333333,3.9,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Rahu sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2025-10-04,2026-02-24,MD-AD-PD,Saturn,Saturn,Jupiter,Jupiter,Saturn,3.81,0.83,0,0.0,0.10666666666666666,2.09,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Jupiter sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2026-03-11,2028-11-04,MD-AD,Saturn,Mercury,,Mercury,Saturn,4.3,3.0,1,1.0,0.10666666666666666,3.41,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Mercury sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2026-03-11,2026-07-25,MD-AD-PD,Saturn,Saturn,Mercury,Mercury,Saturn,4.27,3.0,1,1.0,0.10666666666666666,3.32,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Mercury sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2026-07-25,2026-09-18,MD-AD-PD,Saturn,Mercury,Ketu,Ketu,Mercury,4.36,2.81,1,1.0,0.15,3.56,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Mercury sub-period (benefic); Ketu sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2026-09-18,2027-02-24,MD-AD-PD,Saturn,Mercury,Venus,Venus,Mercury,4.94,5.21,3,1.0,0.14666666666666667,5.14,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in moderate strength; triple Arishta-Bhanga protection; challenging luminaries configuration; Mercury sub-period (benefic); Venus sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2027-02-24,2027-04-13,MD-AD-PD,Saturn,Mercury,Sun,Sun,Mercury,4.11,1.53,1,1.0,0.10666666666666666,2.88,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Mercury sub-period (benefic); Sun sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2027-04-13,2027-07-02,MD-AD-PD,Saturn,Mercury,Moon,Moon,Mercury,4.34,1.79,1,1.0,0.3,3.52,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Mercury sub-period (benefic); Moon sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2027-07-02,2027-08-27,MD-AD-PD,Saturn,Mercury,Mars,Mars,Mercury,4.46,2.75,0,0.0,0.5733333333333334,3.85,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Mercury sub-period (benefic); Mars sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2027-08-27,2028-01-17,MD-AD-PD,Saturn,Mercury,Rahu,Rahu,Mercury,4.37,2.2,0,0.0,0.61875,3.59,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Mercury sub-period (benefic); Rahu sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2028-01-17,2028-05-23,MD-AD-PD,Saturn,Mercury,Jupiter,Jupiter,Mercury,4.03,1.3,0,0.0,0.18333333333333332,2.68,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Mercury sub-period (benefic); Jupiter sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2028-05-23,2028-10-21,MD-AD-PD,Saturn,Mercury,Saturn,Saturn,Mercury,4.24,0.44,1,1.0,0.5333333333333333,3.25,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Mercury sub-period (benefic); Saturn sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2028-11-04,2029-12-08,MD-AD,Saturn,Ketu,,Ketu,Saturn,4.07,0.1,1,1.0,0.5,2.79,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Ketu sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2028-11-04,2028-11-27,MD-AD-PD,Saturn,Mercury,Ketu,Ketu,Mercury,4.35,1.39,1,1.0,0.5,3.54,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Mercury sub-period (benefic); Ketu sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2028-11-27,2029-02-01,MD-AD-PD,Saturn,Ketu,Venus,Venus,Ketu,4.24,1.98,2,1.0,0.22333333333333333,3.25,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); strong protective cancellations; challenging luminaries configuration; Ketu sub-period (malefic); Venus sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2029-02-01,2029-02-20,MD-AD-PD,Saturn,Ketu,Sun,Sun,Ketu,3.73,0.39,0,0.0,0.18333333333333332,1.87,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Ketu sub-period (malefic); Sun sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2029-02-20,2029-03-25,MD-AD-PD,Saturn,Ketu,Moon,Moon,Ketu,3.7,0.17,0,0.0,0.06666666666666667,1.77,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Ketu sub-period (malefic); Moon sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2029-03-25,2029-04-17,MD-AD-PD,Saturn,Ketu,Mars,Mars,Ketu,4.1,0.51,1,1.0,0.4625,2.87,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Ketu sub-period (malefic); Mars sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2029-04-17,2029-06-15,MD-AD-PD,Saturn,Ketu,Rahu,Rahu,Ketu,4.53,1.04,1,1.0,1.0,4.03,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; strong luminaries support; Ketu sub-period (malefic); Rahu sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2029-06-15,2029-08-07,MD-AD-PD,Saturn,Ketu,Jupiter,Jupiter,Ketu,3.95,0.51,0,0.0,0.38583333333333336,2.47,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Ketu sub-period (malefic); Jupiter sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2029-08-07,2029-10-08,MD-AD-PD,Saturn,Ketu,Saturn,Saturn,Ketu,3.82,0.44,0,0.0,0.3,2.1,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Ketu sub-period (malefic); Saturn sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2029-10-08,2029-12-03,MD-AD-PD,Saturn,Ketu,Mercury,Mercury,Ketu,4.09,2.44,1,1.0,0.14666666666666667,2.83,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Ketu sub-period (malefic); Mercury sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2029-12-08,2033-01-21,MD-AD,Saturn,Venus,,Venus,Saturn,3.91,0.9,0,0.0,0.18333333333333332,2.34,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2029-12-08,2030-06-14,MD-AD-PD,Saturn,Ketu,Venus,Venus,Ketu,3.84,0.7,0,0.0,0.18333333333333332,2.17,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Ketu sub-period (malefic); Venus sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2030-06-14,2030-08-09,MD-AD-PD,Saturn,Venus,Sun,Sun,Venus,3.94,1.93,0,0.0,0.03333333333333333,2.44,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Sun sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2030-08-09,2030-11-10,MD-AD-PD,Saturn,Venus,Moon,Moon,Venus,4.27,2.9,0,0.0,0.22333333333333333,3.32,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Moon sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2030-11-10,2031-01-15,MD-AD-PD,Saturn,Venus,Mars,Mars,Venus,4.97,4.43,2,1.0,0.5,5.22,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in moderate strength; strong protective cancellations; balanced solar-lunar influence; Venus sub-period (benefic); Mars sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2031-01-15,2031-07-03,MD-AD-PD,Saturn,Venus,Rahu,Rahu,Venus,3.94,1.17,0,0.0,0.18333333333333332,2.44,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Rahu sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2031-07-03,2031-11-29,MD-AD-PD,Saturn,Venus,Jupiter,Jupiter,Venus,4.26,3.18,0,0.0,0.14666666666666667,3.28,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Jupiter sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2031-11-29,2032-05-25,MD-AD-PD,Saturn,Venus,Saturn,Saturn,Venus,4.99,3.84,2,1.0,0.65,5.27,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); strong protective cancellations; balanced solar-lunar influence; Venus sub-period (benefic); Saturn sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2032-05-25,2032-10-31,MD-AD-PD,Saturn,Venus,Mercury,Mercury,Venus,4.39,4.37,0,0.0,0.03333333333333333,3.65,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in moderate strength; challenging luminaries configuration; Venus sub-period (benefic); Mercury sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2032-10-31,2033-01-05,MD-AD-PD,Saturn,Venus,Ketu,Ketu,Venus,4.02,1.93,0,0.0,0.15,2.65,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Ketu sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2033-01-21,2033-12-29,MD-AD,Saturn,Sun,,Sun,Saturn,3.83,1.13,0,0.0,0.18333333333333332,2.14,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Sun sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2033-01-21,2033-02-07,MD-AD-PD,Saturn,Venus,Sun,Sun,Venus,4.07,2.12,0,0.0,0.18333333333333332,2.78,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Sun sub-sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
2033-02-07,2033-03-07,MD-AD-PD,Saturn,Sun,Moon,Moon,Sun,4.73,2.83,3,1.0,0.5333333333333333,4.56,7.81,1.47,Capricorn,Sagittarius,Yes,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Saturn dasha (malefic); lord in challenged (debilitated/enemy sign); triple Arishta-Bhanga protection; balanced solar-lunar influence; Sun sub-period (malefic); Moon sub-sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Capricorn; D9 significantly strengthens long-term prospects
