Date,End_Date,Type,mahadasha_lord,antardasha_lord,pratyantardasha_lord,Planet,Parent_Planet,Auspiciousness_Score,Dasha_Lord_Strength,Arishta_Protections,Protection_Score,Sun_Moon_Support,Start_Price,End_Price,Period_High,High_Date,Period_Low,Low_Date,Notes
2024-02-08,2024-02-23,Enhanced,Sun,Mercury,Sun,Sun,Mercury,2.5,1.93,0,0.0,0.0666666666666666,132.55,165.98,180.31,2024-02-16,132.55,2024-02-08,
2024-02-23,2024-03-19,Enhanced,Sun,Mercury,Moon,Moon,Mercury,2.44,0.66,0,0.0,0.1833333333333333,165.98,230.12,256.62,2024-03-08,165.98,2024-02-23,
2024-03-19,2024-04-06,Enhanced,Sun,Mercury,Mars,Mars,Mercury,3.36,2.33,0,0.0,0.4625,230.12,240.9,279.71,2024-03-25,230.12,2024-03-19,
2024-04-06,2024-05-21,Enhanced,Sun,Mercury,Rahu,Rahu,Mercury,4.25,3.7,2,1.0,0.1833333333333333,240.9,225.78,263.01,2024-04-11,199.17,2024-05-16,
2024-05-21,2024-07-01,Enhanced,Sun,Mercury,Jupiter,Jupiter,Mercury,2.48,1.13,0,0.0,0.1066666666666666,225.78,233.37,257.08,2024-06-06,212.31,2024-06-24,
2024-07-01,2024-08-17,Enhanced,Sun,Mercury,Saturn,Saturn,Mercury,3.35,3.81,1,1.0,0.1066666666666666,233.37,205.31,265.15,2024-07-22,178.91,2024-08-07,
2024-08-18,2024-08-21,Enhanced,Sun,Mercury,Saturn,Saturn,Mercury,3.35,3.81,1,1.0,0.1066666666666666,205.31,206.23,206.23,2024-08-21,197.25,2024-08-20,
2024-08-22,2024-08-29,Enhanced,Sun,Mercury,Ketu,Ketu,Mercury,4.72,5.08,0,0.0,0.5420833333333334,198.43,188.28,211.4,2024-08-23,188.28,2024-08-29,
2024-08-22,2024-12-26,Enhanced,Sun,Ketu,,Ketu,Sun,5.22,7.0,0,0.0,0.5420833333333334,198.43,274.41,343.62,2024-12-06,147.35,2024-09-06,
2024-08-29,2024-09-19,Enhanced,Sun,Ketu,Venus,Venus,Ketu,4.78,5.13,0,0.0,0.61875,188.28,168.24,188.28,2024-08-29,147.35,2024-09-06,
2024-09-19,2024-09-25,Enhanced,Sun,Ketu,Sun,Sun,Ketu,2.58,2.54,0,0.0,0.1466666666666666,168.24,167.08,171.68,2024-09-24,167.08,2024-09-25,
2024-09-25,2024-10-05,Enhanced,Sun,Ketu,Moon,Moon,Ketu,2.92,1.31,1,1.0,0.2233333333333333,167.08,170.91,191.23,2024-09-27,163.1,2024-10-03,
2024-10-05,2024-10-12,Enhanced,Sun,Ketu,Mars,Mars,Ketu,2.38,0.73,1,1.0,0.1466666666666666,170.91,176.38,176.38,2024-10-11,164.27,2024-10-10,
2024-10-12,2024-10-31,Enhanced,Sun,Ketu,Rahu,Rahu,Ketu,2.51,2.54,0,0.0,0.1066666666666666,176.38,179.25,220.21,2024-10-18,176.38,2024-10-12,
2024-10-31,2024-11-17,Enhanced,Sun,Ketu,Jupiter,Jupiter,Ketu,1.91,0.51,0,0.0,0.0733333333333333,179.25,305.85,324.24,2024-11-11,179.25,2024-10-31,
2024-11-17,2024-12-06,Enhanced,Sun,Ketu,Saturn,Saturn,Ketu,3.76,3.05,1,1.0,0.65,305.85,343.62,343.62,2024-12-06,293.29,2024-11-26,
2024-12-06,2024-12-24,Enhanced,Sun,Ketu,Mercury,Mercury,Ketu,2.39,1.31,0,0.0,0.1833333333333333,343.62,279.62,343.62,2024-12-06,268.15,2024-12-23,
2024-12-25,2024-12-25,Enhanced,Sun,Ketu,Mercury,Mercury,Ketu,2.39,1.31,0,0.0,0.1833333333333333,279.62,279.62,279.62,2024-12-25,279.62,2024-12-25,
2024-12-26,2025-02-23,Enhanced,Sun,Ketu,Venus,Venus,Ketu,2.73,2.05,0,0.0,0.2233333333333333,274.41,235.38,301.3,2025-01-30,235.38,2025-02-21,
2024-12-26,2025-12-21,Enhanced,Sun,Venus,,Venus,Sun,2.93,2.35,0,0.0,0.2233333333333333,274.41,,301.3,2025-01-30,151.47,2025-04-08,
2025-02-23,2025-03-13,Enhanced,Sun,Venus,Sun,Sun,Venus,4.08,3.23,2,1.0,0.1066666666666666,235.38,177.49,235.38,2025-02-23,177.49,2025-03-13,
2025-03-13,2025-04-11,Enhanced,Sun,Venus,Moon,Moon,Venus,4.49,3.46,2,1.0,0.1833333333333333,177.49,175.5,204.23,2025-03-25,151.47,2025-04-08,
2025-04-11,2025-05-02,Enhanced,Sun,Venus,Mars,Mars,Venus,5.14,5.2,2,1.0,0.3,175.5,204.93,209.64,2025-04-25,172.21,2025-04-16,
2025-05-02,2025-06-24,Enhanced,Sun,Venus,Rahu,Rahu,Venus,7.22,8.6,2,1.0,0.65,204.93,,271.95,2025-05-22,196.56,2025-05-07,
2025-06-24,2025-08-10,Enhanced,Sun,Venus,Jupiter,Jupiter,Venus,3.63,1.99,0,0.0,0.5733333333333334,,,,,,,
